Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_list, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, News, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Director_FE,Genre_FE,Actor 1_FE,Actor 2_FE,Actor 3_FE
Karmayogi,-1978,,"Action, Drama",6,42,Ram Maheshwari,Mala Sinha,Raaj Kumar,Jeetendra,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,270,26,17,12
Karmveer,-1980,,Action,7.6,15,Mohan Babu,Sarath Babu,Anjali Devi,Jayamalini,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391,2,5,2
Karmyoddha,-1992,,"Action, Drama",6.2,22,Dayal Nihalani,Raj Babbar,Dimple Kapadia,Javed Jaffrey,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,270,40,33,14
Karmyudh,-1985,130,Action,4.4,16,Swaroop Kumar,Mithun Chakraborty,Anita Raj,Pran,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,391,130,13,74
Karobaar: The Business of Love,-2000,180,"Drama, Romance",4.4,237,Rakesh Roshan,Juhi Chawla,Anil Kapoor,Rishi Kapoor,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,443,8,28,25
Kartavya,-1995,,"Action, Drama, Thriller",5,58,Raj Kanwar,Sanjay Kapoor,Juhi Chawla,Moushumi Chatterjee,"['Action', ' Drama', ' Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,10,41,20
Kartavya,-1979,168,"Action, Drama",7,55,Mohan Segal,Dharmendra,Rekha,Nirupa Roy,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,270,134,79,22
Karthik Calling Karthik,-2010,135,"Drama, Mystery, Romance",7.1,11005,Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor,"['Drama', ' Mystery', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,14,4
Kartoos,-1999,124,"Action, Thriller",5.1,514,Mahesh Bhatt,Sanjay Dutt,Jackie Shroff,Manisha Koirala,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,111,73,37,17
Kartooz,-2014,97,"Action, Adventure",3,7,Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee,"['Action', ' Adventure']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,1
Karunamayudu,-1978,160,"Biography, Drama, Family",7.7,37,A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana,"['Biography', ' Drama', ' Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,2,1
Karwaan,-2018,114,"Adventure, Comedy, Drama",7.6,13986,Akarsh Khurana,Irrfan Khan,Dulquer Salmaan,Mithila Palkar,"['Adventure', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,18,2,2
Karwat,-1982,,Action,3.8,5,Anil Ganguly,Mithun Chakraborty,Bindiya Goswami,Sujit Kumar,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,391,130,10,20
Karz,-1980,159,"Action, Musical, Romance",7.5,2146,Subhash Ghai,Rishi Kapoor,Tina Ambani,Simi Garewal,"['Action', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,59,13,10
Karz Chukana Hai,-1991,,Drama,5.5,95,Vimal Kumar,Govinda,Juhi Chawla,Raj Kiran,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1137,65,41,18
Karz: The Burden of Truth,-2002,173,"Action, Crime, Drama",3.9,390,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,417,59,31,10
Karzzzz,-2008,142,"Action, Drama, Musical",2.1,1238,Satish Kaushik,Himesh Reshammiya,Urmila Matondkar,Shweta Kumar,"['Action', ' Drama', ' Musical']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,7,19,1
Kasaai,-2019,96,Drama,6.6,29,Gajendra Shanker Shrotriya,Raman Atre,Ashok Banthia,Amit Bimrot,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1137,1,1,2
Kasak,-1992,150,"Drama, Romance",5.1,27,K. Bapaiah,Aparajita,Asrani,Laxmikant Berde,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,443,5,13,11
Kasak,-2005,107,Drama,4.5,63,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1137,2,1,5
Kasam,-1988,157,"Action, Drama, Romance",5.1,53,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave,"['Action', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,129,1,3,1
Kasam,-2001,,"Action, Drama",2.9,105,Shibu Mitra,Naseeruddin Shah,Sunny Deol,Chunky Panday,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,270,47,16,14
Kasam Bhawani Ki,-1981,,Action,6.4,5,Chand,M. Maroof,Yogeeta Bali,Vijayendra Ghatge,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,391,1,15,13
Kasam Khoon Ki,-1977,,"Action, Thriller",5.3,10,Ashok Roy,Jeetendra,Sulakshana Pandit,Asrani,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,140,13,34
Kasam Paida Karne Wale Ki,-1984,145,"Action, Drama",5.7,131,Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,270,130,30,1
Kasam Suhag Ki,-1989,,"Action, Crime, Drama",4.9,21,Mohan Segal,Dharmendra,Rekha,Suresh Oberoi,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,417,134,79,16
Kasam Teri Kasam,-1993,156,"Drama, Romance",4.3,15,Raman Kumar,Krishan Kumar,Kanchan,Kunickaa Sadanand,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,443,4,1,3
Kasam Vardi Kee,-1989,,"Action, Crime",4.3,13,Shibu Mitra,Jeetendra,Bhanupriya,Chunky Panday,"['Action', ' Crime']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,140,5,14
Kasauti,-1974,131,"Drama, Romance",5.9,115,Aravind Sen,Hema Malini,Amitabh Bachchan,Pran,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,443,16,28,74
Kasba,-1991,121,Drama,7,49,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1137,1,2,2
Kash... Aap Hamare Hote,-2003,,"Family, Musical, Romance",5,86,Ravindra Peepat,Juhi Babbar,Sonu Nigam,Om Puri,"['Family', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,29
Kashmakash,-1973,134,"Action, Family, Mystery",5.4,13,Feroz Chinoy,Feroz Khan,Rekha,Shatrughan Sinha,"['Action', ' Family', ' Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,79,41
Kashmir Daily,-2018,148,"Drama, Thriller",6.7,23,Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan,"['Drama', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,1,1
Kashmir Ki Kali,-1964,168,"Comedy, Musical, Romance",7.1,487,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran,"['Comedy', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,52,39,74
Kasme Vaade,-1978,,"Action, Crime, Drama",6.6,411,Ramesh Behl,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,417,28,28,8
Kasoor,-2001,151,"Drama, Mystery, Thriller",6,937,Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray,"['Drama', ' Mystery', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,34,7,1,2
Kasturi,-1980,,Drama,5.6,11,Bimal Dutta,Agha,Mithun Chakraborty,Arvind Deshpande,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,6,59,1
Kath Putli,-1957,152,"Drama, Family",6.9,29,Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,291,1,22,23
Katha,-1983,141,"Comedy, Drama",7.8,1113,Sai Paranjape,Naseeruddin Shah,Farooq Shaikh,Deepti Naval,"['Comedy', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,237,47,9,7
Kathor,-2018,110,Drama,5.6,10,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1137,1,1,1
Kathputli,-1971,148,"Drama, Romance",6.9,34,Brij,Jeetendra,Mumtaz,Helen,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,443,140,37,18
Kati Patang,-1970,167,"Drama, Family, Musical",7.2,946,Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra,"['Drama', ' Family', ' Musical']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,26,118,25,44
Katilon Ke Kaatil,-1981,199,"Action, Comedy, Drama",6.4,92,Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor,"['Action', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,1,55,25
Katiyabaaz,-2013,84,"Documentary, Drama",7.8,485,Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh,"['Documentary', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1
Katputtli,-2006,119,Thriller,5.6,24,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,124,5,1,1
Katti Batti,-2015,135,"Comedy, Drama, Romance",4.9,2856,Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,213,6,6,1
Kaun Apna Kaun Paraya,-1963,,"Drama, Family",4.7,9,Niranjan,Waheeda Rehman,Vijay Kumar,Johnny Walker,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,291,15,1,28
Kaun Hai Jo Sapno Mein Aaya,-2004,127,Musical,5.1,46,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan,['Musical'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,1,10,24
Kaun Jeeta Kaun Haara,-1987,119,"Comedy, Drama",5.9,29,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar,"['Comedy', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,237,5,28,1
Kaun Kare Kurbanie,-1991,154,"Action, Crime, Drama",3.2,49,Arjun Hingorani,Dharmendra,Govinda,Anita Raj,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,417,134,25,20
Kaun Kitney Paani Mein,-2015,112,"Comedy, Drama, Family",6.1,458,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla,"['Comedy', ' Drama', ' Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,7,7,5
Kaun Kitney Pani Mein,-1987,,"Action, Thriller",6.4,33,Shibu Mitra,Mahendra Sandhu,Brahmachari,Mohan Choti,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,111,12,2,8
Kaun Rokega Mujhe,-1997,123,"Action, Thriller",3.8,18,Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,1,18,34
Kaun Sachcha Kaun Jhootha,-1997,130,"Drama, Mystery, Thriller",5.5,101,Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi,"['Drama', ' Mystery', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,34,59,36,16
Kaun?,-1999,90,"Mystery, Thriller",7.8,3764,Ram Gopal Varma,Urmila Matondkar,Manoj Bajpayee,Sushant Singh,"['Mystery', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,32,7,9,5
Kaun? Kaisey?,-1983,127,Crime,6.4,45,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose,['Crime'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,1,2
Kavi,-1954,,Romance,3.6,8,Debaki Bose,Bharat Bhushan,Geeta Bali,Nalini Jaywant,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,226,18,15,8
Kavi Kalidas,-1959,139,"Drama, Musical",7.1,17,S.N. Tripathi,Bharat Bhushan,Nirupa Roy,Anita Guha,"['Drama', ' Musical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,27,18,11,7
Kaya Palat,-1983,121,"Comedy, Fantasy",6.7,14,Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar,"['Comedy', ' Fantasy']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,2,3,21
Kayda Kanoon,-1993,150,"Action, Crime, Drama",5,504,Pradeep Maini,Akshay Kumar,Sudesh Berry,Ashwini Bhave,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,417,82,7,7
Kedarnath,-2018,116,"Drama, Romance",6.9,11446,Abhishek Kapoor,Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,443,8,3,2
Keemat,-1973,132,Action,6.8,48,Ravikant Nagaich,Dharmendra,Rekha,Prem Chopra,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,391,134,79,44
Keemat: They Are Back,-1998,162,"Action, Comedy, Drama",5.7,1146,Sameer Malkan,Akshay Kumar,Raveena Tandon,Saif Ali Khan,"['Action', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,142,82,34,11
Kehta Hai Yeh Dil,-2020,116,"Comedy, Drama",3.3,10,R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja,"['Comedy', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,1,1,1
Kehtaa Hai Dil Baar Baar,-2002,119,"Comedy, Drama, Romance",4.7,182,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,213,11,15,3
Kerry on Kutton,-2016,125,Drama,5.7,216,Ashok Yadav,Bhavana Singh Chauhan,Satyajeet Dubey,Aradhana Jagota,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,1,2,1
Kesari,-2019,150,"Action, Drama, History",7.4,15660,Anurag Singh,Akshay Kumar,Parineeti Chopra,Suvinder Vicky,"['Action', ' Drama', ' History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,82,7,1
Kevi Rite Jaish,-2012,128,"Comedy, Family",8.1,869,Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot,"['Comedy', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,12,1,2
Khaali Peeli,-2020,119,"Action, Comedy, Romance",2.3,8106,Maqbool Khan,Ishaan Khattar,Ananya Panday,Jaideep Ahlawat,"['Action', ' Comedy', ' Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,2,2,4
Khaan Dost,-1976,157,"Action, Crime, Drama",5.6,38,Dulal Guha,Raj Kapoor,Shatrughan Sinha,Mithu Mukherjee,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,417,34,35,3
Khabardar,-1984,167,Family,5.9,23,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada,['Family'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,42,116,6,16
Khajoor Pe Atke,-2018,119,Comedy,5.6,221,Harsh Chhaya,Vinay Pathak,Suneeta Sengupta,Alka Amin,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,13,1,2
Khakee,-2004,174,"Action, Crime, Drama",7.4,15192,Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Ajay Devgn,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,417,116,34,5
Khal Nayak,-1993,190,"Action, Adventure, Crime",7.2,3064,Subhash Ghai,Sanjay Dutt,Madhuri Dixit,Jackie Shroff,"['Action', ' Adventure', ' Crime']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,73,27,23
Khalifa,-1976,140,"Action, Crime, Drama",5.7,15,Prakash Mehra,Randhir Kapoor,Rekha,I.S. Johar,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,417,20,79,19
Khallas: The Beginning of End,-2007,121,"Crime, Drama, Romance",4,11,Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein,"['Crime', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,1,1
Khallballi: Fun Unlimited,-2008,,"Comedy, Thriller",5.8,18,Ajay Chandhok,Nikhil Dwivedi,Sada,Shruti Seth,"['Comedy', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,4,2,1
Khalli Balli,-2019,,"Comedy, Horror",5.2,5,Manoj Sharma,Kainaat Arora,Asrani,Mini Bansal,"['Comedy', ' Horror']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,13,1
Khal-Naaikaa,-1993,147,"Crime, Drama, Thriller",3.7,141,Saawan Kumar Tak,Jeetendra,Jaya Prada,Anu Agrawal,"['Crime', ' Drama', ' Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,61,140,40,1
Khalnayak,-2004,74,Action,6.3,12,Kishan Shah,Satnam Kaur,Kashish Khurana,Karishma,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,391,1,1,1
